a,b,n_nodes,steps,success
68,68,4624,3699,1
68,68,4624,4034,1
68,68,4624,3478,1
68,68,4624,4055,1
68,68,4624,2836,1
68,68,4624,3907,1
68,68,4624,3597,1
68,68,4624,3245,1
68,68,4624,3909,1
68,68,4624,3932,1
68,68,4624,3501,1
68,68,4624,3729,1
68,68,4624,3826,1
68,68,4624,4176,1
68,68,4624,3058,1
68,68,4624,3586,1
68,68,4624,4146,1
68,68,4624,3748,1
68,68,4624,3709,1
68,68,4624,3721,1
68,68,4624,4166,1
68,68,4624,3703,1
68,68,4624,4059,1
68,68,4624,2713,1
68,68,4624,3327,1
68,68,4624,4098,1
68,68,4624,3560,1
68,68,4624,4351,1
68,68,4624,3201,1
68,68,4624,3576,1
68,68,4624,3405,1
68,68,4624,3850,1
68,68,4624,3826,1
68,68,4624,4144,1
68,68,4624,3397,1
68,68,4624,4149,1
68,68,4624,3907,1
68,68,4624,4216,1
68,68,4624,3709,1
68,68,4624,3817,1
68,68,4624,3027,1
68,68,4624,3775,1
68,68,4624,4319,1
68,68,4624,4419,1
68,68,4624,3130,1
68,68,4624,5371,1
68,68,4624,3897,1
68,68,4624,3537,1
68,68,4624,3734,1
68,68,4624,4701,1
68,68,4624,4255,1
68,68,4624,4120,1
68,68,4624,3688,1
68,68,4624,4710,1
68,68,4624,3193,1
68,68,4624,3448,1
68,68,4624,3127,1
68,68,4624,3284,1
68,68,4624,3706,1
68,68,4624,3111,1
68,68,4624,3280,1
68,68,4624,3331,1
68,68,4624,4089,1
68,68,4624,3850,1
68,68,4624,3095,1
68,68,4624,3169,1
68,68,4624,3483,1
68,68,4624,3625,1
68,68,4624,3500,1
68,68,4624,4462,1
68,68,4624,3201,1
68,68,4624,3530,1
68,68,4624,3519,1
68,68,4624,4287,1
68,68,4624,3784,1
69,69,4761,3462,1
69,69,4761,3101,1
69,69,4761,4390,1
69,69,4761,3689,1
69,69,4761,4289,1
69,69,4761,4528,1
69,69,4761,4687,1
69,69,4761,3743,1
69,69,4761,4142,1
69,69,4761,3570,1
69,69,4761,3408,1
69,69,4761,4151,1
69,69,4761,4769,1
69,69,4761,4353,1
69,69,4761,3371,1
69,69,4761,5901,1
69,69,4761,3994,1
69,69,4761,4813,1
69,69,4761,3789,1
69,69,4761,4266,1
69,69,4761,3519,1
69,69,4761,4798,1
69,69,4761,3981,1
69,69,4761,4226,1
69,69,4761,3859,1
69,69,4761,3588,1
69,69,4761,3217,1
69,69,4761,2904,1
69,69,4761,4171,1
69,69,4761,3345,1
69,69,4761,4457,1
69,69,4761,3932,1
69,69,4761,3440,1
69,69,4761,4481,1
69,69,4761,2992,1
69,69,4761,3612,1
69,69,4761,3973,1
69,69,4761,3435,1
69,69,4761,3438,1
69,69,4761,4911,1
69,69,4761,4026,1
69,69,4761,4499,1
69,69,4761,3908,1
69,69,4761,3772,1
69,69,4761,3456,1
69,69,4761,3968,1
69,69,4761,3544,1
69,69,4761,3962,1
69,69,4761,3943,1
69,69,4761,4189,1
69,69,4761,3552,1
69,69,4761,2985,1
69,69,4761,3388,1
69,69,4761,4214,1
69,69,4761,2961,1
69,69,4761,3870,1
69,69,4761,4078,1
69,69,4761,4356,1
69,69,4761,3856,1
69,69,4761,4059,1
69,69,4761,4142,1
69,69,4761,2862,1
69,69,4761,3625,1
69,69,4761,3620,1
69,69,4761,3765,1
69,69,4761,3611,1
69,69,4761,3377,1
69,69,4761,3636,1
69,69,4761,4744,1
69,69,4761,4732,1
69,69,4761,4161,1
69,69,4761,3001,1
69,69,4761,3232,1
69,69,4761,4338,1
69,69,4761,3756,1
69,69,4761,3978,1
69,69,4761,3777,1
69,69,4761,3843,1
69,69,4761,4462,1
69,69,4761,3344,1
69,69,4761,4093,1
69,69,4761,3682,1
69,69,4761,4041,1
69,69,4761,4236,1
69,69,4761,2983,1
69,69,4761,4026,1
69,69,4761,3562,1
69,69,4761,3329,1
69,69,4761,4947,1
69,69,4761,3394,1
69,69,4761,3388,1
69,69,4761,4538,1
69,69,4761,3311,1
69,69,4761,4216,1
69,69,4761,4346,1
69,69,4761,4292,1
69,69,4761,3782,1
69,69,4761,4589,1
69,69,4761,3936,1
69,69,4761,3778,1
70,70,4900,4988,1
70,70,4900,4021,1
70,70,4900,4423,1
70,70,4900,5032,1
70,70,4900,4266,1
70,70,4900,3452,1
70,70,4900,3596,1
70,70,4900,4568,1
70,70,4900,2911,1
70,70,4900,4923,1
70,70,4900,4726,1
70,70,4900,3956,1
70,70,4900,3635,1
70,70,4900,3045,1
70,70,4900,3043,1
70,70,4900,4016,1
70,70,4900,3783,1
70,70,4900,3286,1
70,70,4900,4466,1
70,70,4900,4109,1
70,70,4900,4017,1
70,70,4900,4593,1
70,70,4900,3279,1
70,70,4900,3917,1
70,70,4900,3814,1
70,70,4900,3539,1
70,70,4900,3941,1
70,70,4900,4332,1
70,70,4900,4095,1
70,70,4900,4657,1
70,70,4900,3517,1
70,70,4900,3664,1
70,70,4900,3724,1
70,70,4900,3799,1
70,70,4900,4387,1
70,70,4900,4405,1
70,70,4900,4102,1
70,70,4900,4142,1
70,70,4900,4540,1
70,70,4900,4081,1
70,70,4900,3616,1
70,70,4900,4005,1
70,70,4900,3876,1
70,70,4900,4110,1
70,70,4900,3786,1
70,70,4900,4657,1
70,70,4900,3220,1
70,70,4900,3989,1
70,70,4900,4307,1
70,70,4900,3934,1
70,70,4900,4601,1
70,70,4900,4581,1
70,70,4900,4154,1
70,70,4900,4199,1
70,70,4900,4403,1
70,70,4900,3310,1
70,70,4900,4480,1
70,70,4900,3992,1
70,70,4900,4842,1
70,70,4900,4271,1
70,70,4900,4995,1
70,70,4900,4011,1
70,70,4900,3811,1
70,70,4900,3823,1
70,70,4900,2980,1
70,70,4900,3859,1
70,70,4900,3701,1
70,70,4900,3951,1
70,70,4900,4097,1
70,70,4900,3798,1
70,70,4900,4492,1
70,70,4900,3780,1
70,70,4900,3382,1
70,70,4900,3514,1
70,70,4900,4532,1
70,70,4900,3538,1
70,70,4900,4110,1
70,70,4900,3646,1
70,70,4900,3594,1
70,70,4900,4005,1
70,70,4900,3511,1
70,70,4900,4342,1
70,70,4900,3782,1
70,70,4900,3412,1
70,70,4900,3415,1
70,70,4900,3347,1
70,70,4900,3946,1
70,70,4900,3268,1
70,70,4900,3508,1
70,70,4900,4686,1
70,70,4900,3504,1
70,70,4900,3679,1
70,70,4900,4135,1
70,70,4900,3958,1
70,70,4900,4178,1
70,70,4900,3555,1
70,70,4900,3231,1
70,70,4900,4748,1
70,70,4900,3226,1
70,70,4900,3305,1
71,71,5041,4344,1
71,71,5041,4388,1
71,71,5041,4154,1
71,71,5041,4104,1
71,71,5041,2885,1
71,71,5041,4677,1
71,71,5041,4139,1
71,71,5041,4450,1
71,71,5041,3216,1
71,71,5041,5885,1
71,71,5041,4531,1
71,71,5041,3682,1
71,71,5041,4819,1
71,71,5041,3407,1
71,71,5041,4150,1
71,71,5041,4619,1
71,71,5041,4214,1
71,71,5041,4219,1
71,71,5041,3591,1
71,71,5041,3578,1
71,71,5041,3575,1
71,71,5041,4047,1
71,71,5041,3914,1
71,71,5041,4630,1
71,71,5041,3419,1
71,71,5041,4330,1
71,71,5041,3847,1
71,71,5041,3507,1
71,71,5041,3858,1
71,71,5041,4552,1
71,71,5041,4484,1
71,71,5041,4024,1
71,71,5041,4358,1
71,71,5041,4105,1
71,71,5041,4926,1
71,71,5041,4363,1
71,71,5041,4302,1
71,71,5041,4357,1
71,71,5041,4083,1
71,71,5041,4081,1
71,71,5041,4850,1
71,71,5041,3430,1
71,71,5041,4490,1
71,71,5041,3777,1
71,71,5041,4037,1
71,71,5041,3913,1
71,71,5041,4340,1
71,71,5041,4504,1
71,71,5041,3913,1
71,71,5041,4350,1
71,71,5041,3771,1
71,71,5041,4728,1
71,71,5041,4029,1
71,71,5041,3944,1
71,71,5041,4294,1
71,71,5041,4087,1
71,71,5041,4782,1
71,71,5041,3760,1
71,71,5041,4386,1
71,71,5041,4174,1
71,71,5041,3741,1
71,71,5041,4033,1
71,71,5041,4492,1
71,71,5041,3514,1
71,71,5041,3465,1
71,71,5041,3873,1
71,71,5041,4465,1
71,71,5041,4377,1
71,71,5041,3764,1
71,71,5041,3439,1
71,71,5041,4227,1
71,71,5041,3772,1
71,71,5041,4602,1
71,71,5041,3642,1
71,71,5041,3747,1
71,71,5041,4040,1
71,71,5041,4132,1
71,71,5041,3710,1
71,71,5041,3739,1
71,71,5041,4586,1
71,71,5041,3231,1
71,71,5041,4382,1
71,71,5041,3911,1
71,71,5041,4246,1
71,71,5041,3587,1
71,71,5041,4380,1
71,71,5041,3812,1
71,71,5041,3656,1
71,71,5041,3679,1
71,71,5041,4473,1
71,71,5041,4770,1
71,71,5041,5076,1
71,71,5041,4461,1
71,71,5041,4007,1
71,71,5041,3757,1
71,71,5041,4160,1
71,71,5041,3401,1
71,71,5041,4210,1
71,71,5041,4071,1
71,71,5041,4682,1
72,72,5184,4245,1
72,72,5184,3460,1
72,72,5184,4134,1
72,72,5184,3765,1
72,72,5184,3413,1
72,72,5184,3385,1
72,72,5184,4059,1
72,72,5184,4065,1
72,72,5184,4380,1
72,72,5184,4216,1
72,72,5184,5054,1
72,72,5184,4466,1
72,72,5184,4478,1
72,72,5184,5314,1
72,72,5184,4388,1
72,72,5184,3655,1
72,72,5184,5489,1
72,72,5184,3664,1
72,72,5184,4133,1
72,72,5184,4887,1
72,72,5184,4152,1
72,72,5184,4349,1
72,72,5184,4356,1
72,72,5184,4453,1
72,72,5184,4814,1
72,72,5184,4615,1
72,72,5184,3749,1
72,72,5184,3473,1
72,72,5184,3648,1
72,72,5184,4358,1
72,72,5184,3941,1
72,72,5184,4037,1
72,72,5184,4167,1
72,72,5184,4754,1
72,72,5184,3775,1
72,72,5184,4208,1
72,72,5184,2886,1
72,72,5184,3910,1
72,72,5184,4158,1
72,72,5184,3807,1
72,72,5184,4645,1
72,72,5184,3661,1
72,72,5184,4251,1
72,72,5184,4989,1
72,72,5184,4569,1
72,72,5184,4775,1
72,72,5184,4469,1
72,72,5184,4622,1
72,72,5184,4849,1
72,72,5184,3515,1
72,72,5184,4851,1
72,72,5184,4084,1
72,72,5184,4005,1
72,72,5184,4775,1
72,72,5184,3485,1
72,72,5184,5078,1
72,72,5184,4336,1
72,72,5184,4731,1
72,72,5184,4665,1
72,72,5184,4554,1
72,72,5184,3521,1
72,72,5184,5402,1
72,72,5184,3953,1
72,72,5184,3275,1
72,72,5184,4535,1
72,72,5184,4285,1
72,72,5184,4152,1
72,72,5184,3867,1
72,72,5184,4625,1
72,72,5184,5829,1
72,72,5184,3464,1
72,72,5184,3340,1
72,72,5184,3747,1
72,72,5184,5214,1
72,72,5184,3701,1
72,72,5184,4624,1
72,72,5184,4247,1
72,72,5184,4458,1
72,72,5184,4431,1
72,72,5184,4416,1
72,72,5184,3875,1
72,72,5184,3962,1
72,72,5184,3279,1
72,72,5184,4241,1
72,72,5184,4094,1
72,72,5184,3227,1
72,72,5184,4422,1
72,72,5184,4366,1
72,72,5184,3953,1
72,72,5184,4420,1
72,72,5184,3956,1
72,72,5184,4375,1
72,72,5184,4785,1
72,72,5184,4357,1
72,72,5184,4045,1
72,72,5184,3809,1
72,72,5184,3581,1
72,72,5184,3382,1
72,72,5184,5595,1
72,72,5184,4593,1
73,73,5329,4425,1
73,73,5329,3645,1
73,73,5329,4232,1
73,73,5329,4424,1
73,73,5329,4500,1
73,73,5329,3557,1
73,73,5329,4150,1
73,73,5329,4016,1
73,73,5329,4758,1
73,73,5329,3796,1
73,73,5329,3529,1
73,73,5329,4862,1
73,73,5329,4548,1
73,73,5329,4820,1
73,73,5329,4529,1
73,73,5329,4275,1
73,73,5329,4019,1
73,73,5329,5200,1
73,73,5329,5028,1
73,73,5329,4512,1
73,73,5329,3249,1
73,73,5329,5980,1
73,73,5329,4359,1
73,73,5329,4699,1
73,73,5329,4113,1
73,73,5329,4578,1
73,73,5329,4263,1
73,73,5329,4231,1
73,73,5329,4580,1
73,73,5329,4290,1
73,73,5329,4114,1
73,73,5329,3946,1
73,73,5329,4479,1
73,73,5329,3694,1
73,73,5329,5062,1
73,73,5329,5040,1
73,73,5329,4126,1
73,73,5329,3811,1
73,73,5329,3693,1
73,73,5329,3999,1
73,73,5329,4294,1
73,73,5329,4346,1
73,73,5329,4577,1
73,73,5329,4620,1
73,73,5329,4460,1
73,73,5329,4201,1
73,73,5329,4201,1
73,73,5329,4412,1
73,73,5329,4462,1
73,73,5329,4533,1
73,73,5329,3479,1
73,73,5329,4804,1
73,73,5329,3964,1
73,73,5329,4541,1
73,73,5329,4998,1
73,73,5329,3906,1
73,73,5329,5276,1
73,73,5329,3792,1
73,73,5329,4097,1
73,73,5329,4808,1
73,73,5329,4446,1
73,73,5329,4213,1
73,73,5329,4213,1
73,73,5329,5233,1
73,73,5329,4161,1
73,73,5329,4275,1
73,73,5329,4152,1
73,73,5329,3858,1
73,73,5329,4333,1
73,73,5329,4941,1
73,73,5329,4301,1
73,73,5329,4329,1
73,73,5329,3653,1
73,73,5329,4264,1
73,73,5329,4141,1
73,73,5329,4357,1
73,73,5329,4181,1
73,73,5329,4970,1
73,73,5329,4003,1
73,73,5329,4672,1
73,73,5329,4604,1
73,73,5329,5203,1
73,73,5329,4913,1
73,73,5329,4379,1
73,73,5329,4175,1
73,73,5329,5557,1
73,73,5329,6165,1
73,73,5329,3630,1
73,73,5329,4617,1
73,73,5329,4263,1
73,73,5329,4449,1
73,73,5329,4999,1
73,73,5329,4719,1
73,73,5329,4100,1
73,73,5329,4587,1
73,73,5329,4197,1
73,73,5329,4868,1
73,73,5329,4328,1
73,73,5329,4684,1
73,73,5329,4603,1
74,74,5476,3741,1
74,74,5476,4870,1
74,74,5476,3703,1
74,74,5476,4446,1
74,74,5476,4471,1
74,74,5476,4855,1
74,74,5476,4479,1
74,74,5476,4717,1
74,74,5476,4225,1
74,74,5476,4022,1
74,74,5476,4486,1
74,74,5476,5005,1
74,74,5476,3533,1
74,74,5476,4616,1
74,74,5476,4060,1
74,74,5476,4136,1
74,74,5476,4451,1
74,74,5476,4381,1
74,74,5476,3903,1
74,74,5476,4276,1
74,74,5476,4849,1
74,74,5476,4817,1
74,74,5476,5040,1
74,74,5476,4581,1
74,74,5476,4531,1
74,74,5476,4436,1
74,74,5476,4903,1
74,74,5476,4177,1
74,74,5476,4232,1
74,74,5476,4046,1
74,74,5476,5534,1
74,74,5476,3637,1
74,74,5476,5095,1
74,74,5476,3939,1
74,74,5476,3887,1
74,74,5476,4480,1
74,74,5476,4526,1
74,74,5476,4257,1
74,74,5476,4943,1
74,74,5476,4611,1
74,74,5476,5551,1
74,74,5476,4662,1
74,74,5476,4457,1
74,74,5476,6053,1
74,74,5476,4720,1
74,74,5476,4829,1
74,74,5476,5111,1
74,74,5476,4283,1
74,74,5476,4144,1
74,74,5476,4369,1
74,74,5476,3916,1
74,74,5476,4674,1
74,74,5476,5570,1
74,74,5476,4842,1
74,74,5476,5605,1
74,74,5476,4503,1
74,74,5476,4008,1
74,74,5476,4011,1
74,74,5476,4190,1
74,74,5476,4299,1
74,74,5476,4143,1
74,74,5476,4435,1
74,74,5476,3475,1
74,74,5476,4212,1
74,74,5476,3624,1
74,74,5476,4690,1
74,74,5476,5246,1
74,74,5476,4034,1
74,74,5476,4719,1
74,74,5476,4476,1
74,74,5476,4512,1
74,74,5476,4382,1
74,74,5476,3772,1
74,74,5476,5277,1
74,74,5476,4267,1
74,74,5476,3850,1
74,74,5476,5121,1
74,74,5476,5139,1
74,74,5476,6608,1
74,74,5476,4234,1
74,74,5476,4928,1
74,74,5476,4523,1
74,74,5476,4340,1
74,74,5476,4653,1
74,74,5476,4037,1
74,74,5476,3724,1
74,74,5476,5186,1
74,74,5476,4758,1
74,74,5476,5848,1
74,74,5476,4865,1
74,74,5476,4796,1
74,74,5476,4671,1
74,74,5476,5057,1
74,74,5476,3943,1
74,74,5476,3650,1
74,74,5476,3929,1
74,74,5476,4932,1
74,74,5476,4441,1
74,74,5476,5511,1
74,74,5476,4367,1
75,75,5625,4624,1
75,75,5625,4924,1
75,75,5625,5294,1
75,75,5625,4066,1
75,75,5625,4003,1
75,75,5625,4028,1
75,75,5625,4109,1
75,75,5625,4149,1
75,75,5625,4432,1
75,75,5625,4205,1
75,75,5625,5063,1
75,75,5625,4100,1
75,75,5625,4784,1
75,75,5625,3927,1
75,75,5625,5828,1
75,75,5625,5332,1
75,75,5625,4471,1
75,75,5625,3975,1
75,75,5625,4460,1
75,75,5625,4123,1
75,75,5625,4622,1
75,75,5625,4622,1
75,75,5625,4812,1
75,75,5625,3818,1
75,75,5625,4201,1
75,75,5625,4339,1
75,75,5625,4765,1
75,75,5625,4608,1
75,75,5625,5255,1
75,75,5625,4175,1
75,75,5625,4507,1
75,75,5625,4660,1
75,75,5625,3969,1
75,75,5625,4336,1
75,75,5625,4808,1
75,75,5625,3629,1
75,75,5625,3681,1
75,75,5625,4058,1
75,75,5625,4245,1
75,75,5625,4619,1
75,75,5625,4930,1
75,75,5625,4475,1
75,75,5625,4603,1
75,75,5625,4565,1
75,75,5625,5150,1
75,75,5625,5064,1
75,75,5625,4572,1
75,75,5625,4522,1
75,75,5625,4623,1
75,75,5625,4764,1
75,75,5625,5153,1
75,75,5625,4939,1
75,75,5625,5417,1
75,75,5625,4238,1
75,75,5625,4506,1
75,75,5625,5374,1
75,75,5625,4923,1
75,75,5625,4904,1
75,75,5625,5589,1
75,75,5625,4649,1
75,75,5625,3633,1
75,75,5625,3906,1
75,75,5625,3849,1
75,75,5625,4015,1
75,75,5625,5406,1
75,75,5625,4595,1
75,75,5625,5177,1
75,75,5625,4319,1
75,75,5625,3731,1
75,75,5625,4790,1
75,75,5625,4529,1
75,75,5625,4699,1
75,75,5625,4157,1
75,75,5625,4312,1
75,75,5625,4565,1
75,75,5625,4673,1
75,75,5625,4604,1
75,75,5625,4394,1
75,75,5625,4610,1
75,75,5625,4905,1
75,75,5625,5787,1
75,75,5625,5205,1
75,75,5625,4606,1
75,75,5625,4772,1
75,75,5625,4978,1
75,75,5625,5811,1
75,75,5625,3978,1
75,75,5625,6027,1
75,75,5625,4040,1
75,75,5625,3542,1
75,75,5625,4545,1
75,75,5625,4017,1
75,75,5625,4465,1
75,75,5625,4549,1
75,75,5625,3943,1
75,75,5625,4637,1
75,75,5625,4115,1
75,75,5625,5265,1
75,75,5625,5103,1
75,75,5625,5468,1
76,76,5776,4641,1
76,76,5776,4490,1
76,76,5776,4762,1
76,76,5776,5419,1
76,76,5776,5167,1
76,76,5776,4307,1
76,76,5776,4610,1
76,76,5776,3637,1
76,76,5776,4149,1
76,76,5776,4885,1
76,76,5776,4611,1
76,76,5776,4268,1
76,76,5776,5253,1
76,76,5776,4932,1
76,76,5776,5273,1
76,76,5776,5692,1
76,76,5776,5147,1
76,76,5776,4603,1
76,76,5776,4558,1
76,76,5776,4238,1
76,76,5776,4566,1
76,76,5776,4837,1
76,76,5776,4749,1
76,76,5776,4708,1
76,76,5776,4350,1
76,76,5776,4821,1
76,76,5776,4823,1
76,76,5776,4620,1
76,76,5776,6201,1
76,76,5776,4585,1
76,76,5776,4173,1
76,76,5776,5231,1
76,76,5776,4459,1
76,76,5776,4689,1
76,76,5776,5046,1
76,76,5776,3726,1
76,76,5776,4009,1
76,76,5776,4685,1
76,76,5776,5132,1
76,76,5776,4195,1
76,76,5776,4727,1
76,76,5776,4129,1
76,76,5776,4637,1
76,76,5776,4831,1
76,76,5776,5191,1
76,76,5776,4793,1
76,76,5776,4605,1
76,76,5776,5038,1
76,76,5776,4592,1
76,76,5776,5163,1
76,76,5776,4258,1
76,76,5776,5234,1
76,76,5776,4414,1
76,76,5776,6007,1
76,76,5776,5719,1
76,76,5776,4425,1
76,76,5776,4285,1
76,76,5776,4372,1
76,76,5776,4957,1
76,76,5776,5146,1
76,76,5776,5536,1
76,76,5776,5269,1
76,76,5776,4003,1
76,76,5776,4755,1
76,76,5776,4327,1
76,76,5776,4284,1
76,76,5776,5599,1
76,76,5776,4526,1
76,76,5776,4426,1
76,76,5776,4809,1
76,76,5776,4628,1
76,76,5776,4645,1
76,76,5776,5739,1
76,76,5776,4065,1
76,76,5776,4058,1
76,76,5776,4711,1
76,76,5776,4925,1
76,76,5776,5340,1
76,76,5776,5690,1
76,76,5776,4904,1
76,76,5776,4666,1
76,76,5776,5047,1
76,76,5776,4554,1
76,76,5776,4958,1
76,76,5776,4721,1
76,76,5776,4862,1
76,76,5776,4469,1
76,76,5776,5194,1
76,76,5776,5544,1
76,76,5776,4996,1
76,76,5776,4420,1
76,76,5776,4611,1
76,76,5776,5294,1
76,76,5776,5446,1
76,76,5776,4348,1
76,76,5776,5571,1
76,76,5776,5321,1
76,76,5776,3407,1
76,76,5776,5526,1
76,76,5776,4182,1
77,77,5929,5068,1
77,77,5929,4521,1
77,77,5929,4687,1
77,77,5929,4896,1
77,77,5929,4002,1
77,77,5929,4811,1
77,77,5929,4464,1
77,77,5929,4087,1
77,77,5929,5108,1
77,77,5929,4046,1
77,77,5929,4759,1
77,77,5929,4810,1
77,77,5929,5063,1
77,77,5929,3621,1
77,77,5929,5417,1
77,77,5929,6472,1
77,77,5929,5274,1
77,77,5929,4481,1
77,77,5929,6080,1
77,77,5929,4403,1
77,77,5929,6103,1
77,77,5929,4436,1
77,77,5929,4585,1
77,77,5929,5035,1
77,77,5929,5704,1
77,77,5929,4764,1
77,77,5929,5122,1
77,77,5929,3604,1
77,77,5929,5194,1
77,77,5929,5315,1
77,77,5929,4244,1
77,77,5929,4245,1
77,77,5929,5074,1
77,77,5929,4337,1
77,77,5929,5229,1
77,77,5929,5247,1
77,77,5929,4395,1
77,77,5929,4767,1
77,77,5929,5189,1
77,77,5929,5877,1
77,77,5929,5146,1
77,77,5929,5262,1
77,77,5929,4628,1
77,77,5929,5365,1
77,77,5929,5340,1
77,77,5929,5268,1
77,77,5929,3944,1
77,77,5929,4448,1
77,77,5929,4720,1
77,77,5929,5237,1
77,77,5929,4331,1
77,77,5929,3988,1
77,77,5929,6037,1
77,77,5929,5126,1
77,77,5929,4556,1
77,77,5929,5569,1
77,77,5929,4805,1
77,77,5929,4644,1
77,77,5929,4630,1
77,77,5929,4730,1
77,77,5929,4717,1
77,77,5929,5220,1
77,77,5929,4280,1
77,77,5929,4947,1
77,77,5929,5115,1
77,77,5929,5190,1
77,77,5929,4807,1
77,77,5929,3940,1
77,77,5929,4662,1
77,77,5929,3401,1
77,77,5929,5678,1
77,77,5929,5609,1
77,77,5929,5184,1
77,77,5929,4423,1
77,77,5929,5112,1
77,77,5929,5181,1
77,77,5929,4713,1
77,77,5929,4813,1
77,77,5929,3841,1
77,77,5929,4558,1
77,77,5929,4154,1
77,77,5929,5780,1
77,77,5929,4775,1
77,77,5929,5990,1
77,77,5929,5363,1
77,77,5929,4276,1
77,77,5929,4333,1
77,77,5929,4743,1
77,77,5929,4785,1
77,77,5929,4600,1
77,77,5929,5946,1
77,77,5929,5060,1
77,77,5929,5352,1
77,77,5929,4208,1
77,77,5929,5493,1
77,77,5929,4037,1
77,77,5929,4403,1
77,77,5929,4755,1
77,77,5929,4931,1
77,77,5929,6657,1
78,78,6084,5422,1
78,78,6084,5490,1
78,78,6084,4907,1
78,78,6084,4401,1
78,78,6084,4220,1
78,78,6084,4272,1
78,78,6084,5505,1
78,78,6084,4709,1
78,78,6084,5396,1
78,78,6084,5740,1
78,78,6084,4831,1
78,78,6084,4823,1
78,78,6084,5684,1
78,78,6084,5596,1
78,78,6084,5464,1
78,78,6084,4869,1
78,78,6084,5652,1
78,78,6084,5032,1
78,78,6084,6276,1
78,78,6084,4456,1
78,78,6084,4434,1
78,78,6084,4974,1
78,78,6084,5176,1
78,78,6084,4939,1
78,78,6084,5505,1
78,78,6084,4853,1
78,78,6084,5906,1
78,78,6084,4352,1
78,78,6084,5188,1
78,78,6084,4949,1
78,78,6084,4834,1
78,78,6084,4975,1
78,78,6084,5625,1
78,78,6084,5140,1
78,78,6084,4988,1
78,78,6084,5475,1
78,78,6084,5949,1
78,78,6084,4021,1
78,78,6084,5102,1
78,78,6084,5099,1
78,78,6084,4835,1
78,78,6084,4369,1
78,78,6084,5511,1
78,78,6084,5187,1
78,78,6084,4403,1
78,78,6084,4714,1
78,78,6084,4712,1
78,78,6084,4611,1
78,78,6084,4603,1
78,78,6084,4455,1
78,78,6084,4912,1
78,78,6084,4525,1
78,78,6084,4911,1
78,78,6084,5951,1
78,78,6084,6515,1
78,78,6084,5805,1
78,78,6084,5568,1
78,78,6084,4993,1
78,78,6084,5051,1
78,78,6084,6601,1
78,78,6084,5657,1
78,78,6084,5972,1
78,78,6084,5396,1
78,78,6084,4696,1
78,78,6084,6095,1
78,78,6084,4738,1
78,78,6084,4514,1
78,78,6084,5267,1
78,78,6084,4128,1
78,78,6084,4570,1
78,78,6084,5410,1
78,78,6084,5731,1
78,78,6084,4154,1
78,78,6084,5009,1
78,78,6084,5905,1
78,78,6084,4962,1
78,78,6084,6132,1
78,78,6084,5483,1
78,78,6084,5753,1
78,78,6084,5982,1
78,78,6084,4762,1
78,78,6084,4288,1
78,78,6084,5785,1
78,78,6084,5092,1
78,78,6084,4605,1
78,78,6084,5298,1
78,78,6084,4780,1
78,78,6084,4558,1
78,78,6084,5167,1
78,78,6084,5285,1
78,78,6084,4426,1
78,78,6084,5426,1
78,78,6084,5140,1
78,78,6084,4970,1
78,78,6084,6441,1
78,78,6084,5269,1
78,78,6084,5583,1
78,78,6084,4643,1
78,78,6084,5263,1
78,78,6084,4397,1
79,79,6241,6065,1
79,79,6241,4867,1
79,79,6241,4213,1
79,79,6241,5091,1
79,79,6241,5296,1
79,79,6241,4652,1
79,79,6241,5703,1
79,79,6241,5527,1
79,79,6241,5017,1
79,79,6241,5597,1
79,79,6241,4640,1
79,79,6241,5826,1
79,79,6241,5992,1
79,79,6241,4835,1
79,79,6241,4678,1
79,79,6241,5617,1
79,79,6241,5413,1
79,79,6241,5502,1
79,79,6241,4815,1
79,79,6241,4553,1
79,79,6241,5609,1
79,79,6241,6105,1
79,79,6241,5582,1
79,79,6241,5715,1
79,79,6241,5676,1
79,79,6241,4684,1
79,79,6241,5092,1
79,79,6241,5013,1
79,79,6241,5229,1
79,79,6241,6548,1
79,79,6241,4857,1
79,79,6241,4132,1
79,79,6241,4268,1
79,79,6241,5180,1
79,79,6241,4266,1
79,79,6241,5252,1
79,79,6241,6076,1
79,79,6241,5522,1
79,79,6241,5233,1
79,79,6241,3869,1
79,79,6241,5354,1
79,79,6241,5083,1
79,79,6241,4728,1
79,79,6241,5366,1
79,79,6241,5045,1
79,79,6241,5051,1
79,79,6241,4828,1
79,79,6241,5326,1
79,79,6241,4984,1
79,79,6241,4761,1
79,79,6241,5590,1
79,79,6241,4707,1
79,79,6241,5720,1
79,79,6241,5772,1
79,79,6241,5483,1
79,79,6241,5086,1
79,79,6241,4807,1
79,79,6241,5231,1
79,79,6241,4991,1
79,79,6241,4778,1
79,79,6241,4930,1
79,79,6241,5047,1
79,79,6241,5128,1
79,79,6241,4466,1
79,79,6241,5373,1
79,79,6241,4100,1
79,79,6241,4493,1
79,79,6241,5023,1
79,79,6241,5092,1
79,79,6241,5446,1
79,79,6241,4721,1
79,79,6241,5027,1
79,79,6241,5736,1
79,79,6241,5554,1
79,79,6241,4116,1
79,79,6241,4942,1
79,79,6241,4719,1
79,79,6241,5373,1
79,79,6241,6139,1
79,79,6241,6057,1
79,79,6241,4834,1
79,79,6241,5344,1
79,79,6241,4684,1
79,79,6241,4221,1
79,79,6241,5130,1
79,79,6241,5638,1
79,79,6241,5226,1
79,79,6241,5003,1
79,79,6241,4644,1
79,79,6241,5458,1
